Original File,Destination File,Bank Type,Status,Verified
statement_4116465932_2018-09-28.pdf,PNC\2018-09\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2018-09-28.pdf,PNC,Would process,
statement_4116465932_2018-10-31.pdf,PNC\2018-10\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2018-10-31.pdf,PNC,Would process,
statement_4116465932_2018-11-30.pdf,PNC\2018-11\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2018-11-30.pdf,PNC,Would process,
statement_4116465932_2018-12-31.pdf,PNC\2018-12\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2018-12-31.pdf,PNC,Would process,
statement_4116465932_2019-01-31.pdf,PNC\2019-01\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-01-31.pdf,PNC,Would process,
statement_4116465932_2019-02-28.pdf,PNC\2019-02\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-02-28.pdf,PNC,Would process,
statement_4116465932_2019-03-29.pdf,PNC\2019-03\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-03-29.pdf,PNC,Would process,
statement_4116465932_2019-04-30.pdf,PNC\2019-04\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-04-30.pdf,PNC,Would process,
statement_4116465932_2019-05-31.pdf,PNC\2019-05\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-05-31.pdf,PNC,Would process,
statement_4116465932_2019-06-28.pdf,PNC\2019-06\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-06-28.pdf,PNC,Would process,
statement_4116465932_2019-07-31.pdf,PNC\2019-07\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-07-31.pdf,PNC,Would process,
statement_4116465932_2019-08-30.pdf,PNC\2019-08\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-08-30.pdf,PNC,Would process,
statement_4116465932_2019-09-30.pdf,PNC\2019-09\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-09-30.pdf,PNC,Would process,
statement_4116465932_2019-10-31.pdf,PNC\2019-10\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-10-31.pdf,PNC,Would process,
statement_4116465932_2019-11-29.pdf,PNC\2019-11\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-11-29.pdf,PNC,Would process,
statement_4116465932_2019-12-31.pdf,PNC\2019-12\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2019-12-31.pdf,PNC,Would process,
statement_4116465932_2020-01-31.pdf,PNC\2020-01\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-01-31.pdf,PNC,Would process,
statement_4116465932_2020-02-28.pdf,PNC\2020-02\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-02-28.pdf,PNC,Would process,
statement_4116465932_2020-03-31.pdf,PNC\2020-03\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-03-31.pdf,PNC,Would process,
statement_4116465932_2020-04-30.pdf,PNC\2020-04\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-04-30.pdf,PNC,Would process,
statement_4116465932_2020-05-29.pdf,PNC\2020-05\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-05-29.pdf,PNC,Would process,
statement_4116465932_2020-06-30.pdf,PNC\2020-06\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-06-30.pdf,PNC,Would process,
statement_4116465932_2020-07-31.pdf,PNC\2020-07\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-07-31.pdf,PNC,Would process,
statement_4116465932_2020-08-31.pdf,PNC\2020-08\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-08-31.pdf,PNC,Would process,
statement_4116465932_2020-09-30.pdf,PNC\2020-09\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-09-30.pdf,PNC,Would process,
statement_4116465932_2020-10-30.pdf,PNC\2020-10\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-10-30.pdf,PNC,Would process,
statement_4116465932_2020-11-30.pdf,PNC\2020-11\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-11-30.pdf,PNC,Would process,
statement_4116465932_2020-12-31.pdf,PNC\2020-12\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2020-12-31.pdf,PNC,Would process,
statement_4116465932_2021-01-29.pdf,PNC\2021-01\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-01-29.pdf,PNC,Would process,
statement_4116465932_2021-02-26.pdf,PNC\2021-02\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-02-26.pdf,PNC,Would process,
statement_4116465932_2021-03-31.pdf,PNC\2021-03\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-03-31.pdf,PNC,Would process,
statement_4116465932_2021-04-30.pdf,PNC\2021-04\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-04-30.pdf,PNC,Would process,
statement_4116465932_2021-05-28.pdf,PNC\2021-05\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-05-28.pdf,PNC,Would process,
statement_4116465932_2021-06-30.pdf,PNC\2021-06\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-06-30.pdf,PNC,Would process,
statement_4116465932_2021-07-30.pdf,PNC\2021-07\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-07-30.pdf,PNC,Would process,
statement_4116465932_2021-08-31.pdf,PNC\2021-08\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-08-31.pdf,PNC,Would process,
statement_4116465932_2021-09-30.pdf,PNC\2021-09\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-09-30.pdf,PNC,Would process,
statement_4116465932_2021-10-29.pdf,PNC\2021-10\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-10-29.pdf,PNC,Would process,
statement_4116465932_2021-11-30.pdf,PNC\2021-11\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-11-30.pdf,PNC,Would process,
statement_4116465932_2021-12-31.pdf,PNC\2021-12\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2021-12-31.pdf,PNC,Would process,
statement_4116465932_2022-01-31.pdf,PNC\2022-01\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-01-31.pdf,PNC,Would process,
statement_4116465932_2022-02-28.pdf,PNC\2022-02\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-02-28.pdf,PNC,Would process,
statement_4116465932_2022-03-31.pdf,PNC\2022-03\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-03-31.pdf,PNC,Would process,
statement_4116465932_2022-04-29.pdf,PNC\2022-04\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-04-29.pdf,PNC,Would process,
statement_4116465932_2022-05-31.pdf,PNC\2022-05\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-05-31.pdf,PNC,Would process,
statement_4116465932_2022-06-30.pdf,PNC\2022-06\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-06-30.pdf,PNC,Would process,
statement_4116465932_2022-07-29.pdf,PNC\2022-07\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-07-29.pdf,PNC,Would process,
statement_4116465932_2022-08-31.pdf,PNC\2022-08\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-08-31.pdf,PNC,Would process,
statement_4116465932_2022-09-30.pdf,PNC\2022-09\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-09-30.pdf,PNC,Would process,
statement_4116465932_2022-10-31.pdf,PNC\2022-10\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-10-31.pdf,PNC,Would process,
statement_4116465932_2022-11-30.pdf,PNC\2022-11\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-11-30.pdf,PNC,Would process,
statement_4116465932_2022-12-30.pdf,PNC\2022-12\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2022-12-30.pdf,PNC,Would process,
statement_4116465932_2023-01-31.pdf,PNC\2023-01\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-01-31.pdf,PNC,Would process,
statement_4116465932_2023-02-28.pdf,PNC\2023-02\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-02-28.pdf,PNC,Would process,
statement_4116465932_2023-03-31.pdf,PNC\2023-03\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-03-31.pdf,PNC,Would process,
statement_4116465932_2023-04-28.pdf,PNC\2023-04\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-04-28.pdf,PNC,Would process,
statement_4116465932_2023-05-31.pdf,PNC\2023-05\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-05-31.pdf,PNC,Would process,
statement_4116465932_2023-06-30.pdf,PNC\2023-06\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-06-30.pdf,PNC,Would process,
statement_4116465932_2023-07-31.pdf,PNC\2023-07\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-07-31.pdf,PNC,Would process,
statement_4116465932_2023-08-31.pdf,PNC\2023-08\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-08-31.pdf,PNC,Would process,
statement_4116465932_2023-09-29.pdf,PNC\2023-09\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-09-29.pdf,PNC,Would process,
statement_4116465932_2023-10-31.pdf,PNC\2023-10\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-10-31.pdf,PNC,Would process,
statement_4116465932_2023-11-30.pdf,PNC\2023-11\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-11-30.pdf,PNC,Would process,
statement_4116465932_2023-12-29.pdf,PNC\2023-12\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2023-12-29.pdf,PNC,Would process,
statement_4116465932_2024-01-31.pdf,PNC\2024-01\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-01-31.pdf,PNC,Would process,
statement_4116465932_2024-02-29.pdf,PNC\2024-02\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-02-29.pdf,PNC,Would process,
statement_4116465932_2024-03-29 (1).pdf,PNC\2024-03\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-03-29 (1).pdf,PNC,Would process,
statement_4116465932_2024-04-30.pdf,PNC\2024-04\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-04-30.pdf,PNC,Would process,
statement_4116465932_2024-05-31 (1).pdf,PNC\2024-05\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-05-31 (1).pdf,PNC,Would process,
statement_4116465932_2024-06-28 (1).pdf,PNC\2024-06\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-06-28 (1).pdf,PNC,Would process,
statement_4116465932_2024-07-31.pdf,PNC\2024-07\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-07-31.pdf,PNC,Would process,
statement_4116465932_2024-08-30.pdf,PNC\2024-08\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-08-30.pdf,PNC,Would process,
statement_4116465932_2024-09-30.pdf,PNC\2024-09\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-09-30.pdf,PNC,Would process,
statement_4116465932_2024-10-31.pdf,PNC\2024-10\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-10-31.pdf,PNC,Would process,
statement_4116465932_2024-11-29.pdf,PNC\2024-11\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-11-29.pdf,PNC,Would process,
statement_4116465932_2024-12-31.pdf,PNC\2024-12\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2024-12-31.pdf,PNC,Would process,
statement_4116465932_2025-01-31.pdf,PNC\2025-01\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2025-01-31.pdf,PNC,Would process,
statement_4116465932_2025-02-28.pdf,PNC\2025-02\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2025-02-28.pdf,PNC,Would process,
statement_4116465932_2025-03-31.pdf,PNC\2025-03\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2025-03-31.pdf,PNC,Would process,
statement_4116465959_2018-04-30.pdf,PNC\2018-04\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2018-04-30.pdf,PNC,Would process,
statement_4116465959_2018-05-31.pdf,PNC\2018-05\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2018-05-31.pdf,PNC,Would process,
statement_4116465959_2018-06-29.pdf,PNC\2018-06\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2018-06-29.pdf,PNC,Would process,
statement_4116465959_2018-07-31.pdf,PNC\2018-07\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2018-07-31.pdf,PNC,Would process,
statement_4116465959_2018-08-31.pdf,PNC\2018-08\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2018-08-31.pdf,PNC,Would process,
statement_4116465959_2018-09-28.pdf,PNC\2018-09\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2018-09-28.pdf,PNC,Would process,
statement_4116465959_2018-10-31.pdf,PNC\2018-10\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2018-10-31.pdf,PNC,Would process,
statement_4116465959_2018-11-30.pdf,PNC\2018-11\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2018-11-30.pdf,PNC,Would process,
statement_4116465959_2018-12-31.pdf,PNC\2018-12\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2018-12-31.pdf,PNC,Would process,
statement_4116465959_2019-01-31.pdf,PNC\2019-01\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-01-31.pdf,PNC,Would process,
statement_4116465959_2019-02-28.pdf,PNC\2019-02\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-02-28.pdf,PNC,Would process,
statement_4116465959_2019-03-29.pdf,PNC\2019-03\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-03-29.pdf,PNC,Would process,
statement_4116465959_2019-04-30.pdf,PNC\2019-04\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-04-30.pdf,PNC,Would process,
statement_4116465959_2019-05-31.pdf,PNC\2019-05\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-05-31.pdf,PNC,Would process,
statement_4116465959_2019-06-28.pdf,PNC\2019-06\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-06-28.pdf,PNC,Would process,
statement_4116465959_2019-07-31.pdf,PNC\2019-07\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-07-31.pdf,PNC,Would process,
statement_4116465959_2019-08-30.pdf,PNC\2019-08\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-08-30.pdf,PNC,Would process,
statement_4116465959_2019-09-30.pdf,PNC\2019-09\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-09-30.pdf,PNC,Would process,
statement_4116465959_2019-10-31.pdf,PNC\2019-10\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-10-31.pdf,PNC,Would process,
statement_4116465959_2019-11-29.pdf,PNC\2019-11\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-11-29.pdf,PNC,Would process,
statement_4116465959_2019-12-31.pdf,PNC\2019-12\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2019-12-31.pdf,PNC,Would process,
statement_4116465959_2020-01-31.pdf,PNC\2020-01\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-01-31.pdf,PNC,Would process,
statement_4116465959_2020-02-28.pdf,PNC\2020-02\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-02-28.pdf,PNC,Would process,
statement_4116465959_2020-03-31.pdf,PNC\2020-03\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-03-31.pdf,PNC,Would process,
statement_4116465959_2020-04-30.pdf,PNC\2020-04\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-04-30.pdf,PNC,Would process,
statement_4116465959_2020-05-29.pdf,PNC\2020-05\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-05-29.pdf,PNC,Would process,
statement_4116465959_2020-06-30.pdf,PNC\2020-06\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-06-30.pdf,PNC,Would process,
statement_4116465959_2020-07-31.pdf,PNC\2020-07\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-07-31.pdf,PNC,Would process,
statement_4116465959_2020-08-31.pdf,PNC\2020-08\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-08-31.pdf,PNC,Would process,
statement_4116465959_2020-09-30.pdf,PNC\2020-09\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-09-30.pdf,PNC,Would process,
statement_4116465959_2020-10-30.pdf,PNC\2020-10\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-10-30.pdf,PNC,Would process,
statement_4116465959_2020-11-30.pdf,PNC\2020-11\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-11-30.pdf,PNC,Would process,
statement_4116465959_2020-12-31.pdf,PNC\2020-12\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2020-12-31.pdf,PNC,Would process,
statement_4116465959_2021-01-29.pdf,PNC\2021-01\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-01-29.pdf,PNC,Would process,
statement_4116465959_2021-02-26.pdf,PNC\2021-02\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-02-26.pdf,PNC,Would process,
statement_4116465959_2021-03-31.pdf,PNC\2021-03\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-03-31.pdf,PNC,Would process,
statement_4116465959_2021-04-30.pdf,PNC\2021-04\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-04-30.pdf,PNC,Would process,
statement_4116465959_2021-05-28.pdf,PNC\2021-05\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-05-28.pdf,PNC,Would process,
statement_4116465959_2021-06-30.pdf,PNC\2021-06\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-06-30.pdf,PNC,Would process,
statement_4116465959_2021-07-30.pdf,PNC\2021-07\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-07-30.pdf,PNC,Would process,
statement_4116465959_2021-08-31.pdf,PNC\2021-08\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-08-31.pdf,PNC,Would process,
statement_4116465959_2021-09-30.pdf,PNC\2021-09\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-09-30.pdf,PNC,Would process,
statement_4116465959_2021-10-29.pdf,PNC\2021-10\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-10-29.pdf,PNC,Would process,
statement_4116465959_2021-11-30.pdf,PNC\2021-11\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-11-30.pdf,PNC,Would process,
statement_4116465959_2021-12-31.pdf,PNC\2021-12\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2021-12-31.pdf,PNC,Would process,
statement_4116465959_2022-01-31.pdf,PNC\2022-01\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-01-31.pdf,PNC,Would process,
statement_4116465959_2022-02-28.pdf,PNC\2022-02\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-02-28.pdf,PNC,Would process,
statement_4116465959_2022-03-31.pdf,PNC\2022-03\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-03-31.pdf,PNC,Would process,
statement_4116465959_2022-04-29.pdf,PNC\2022-04\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-04-29.pdf,PNC,Would process,
statement_4116465959_2022-05-31.pdf,PNC\2022-05\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-05-31.pdf,PNC,Would process,
statement_4116465959_2022-06-30.pdf,PNC\2022-06\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-06-30.pdf,PNC,Would process,
statement_4116465959_2022-07-29.pdf,PNC\2022-07\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-07-29.pdf,PNC,Would process,
statement_4116465959_2022-08-31.pdf,PNC\2022-08\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-08-31.pdf,PNC,Would process,
statement_4116465959_2022-09-30.pdf,PNC\2022-09\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-09-30.pdf,PNC,Would process,
statement_4116465959_2022-10-31.pdf,PNC\2022-10\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-10-31.pdf,PNC,Would process,
statement_4116465959_2022-11-30.pdf,PNC\2022-11\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-11-30.pdf,PNC,Would process,
statement_4116465959_2022-12-30.pdf,PNC\2022-12\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2022-12-30.pdf,PNC,Would process,
statement_4116465959_2023-01-31.pdf,PNC\2023-01\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-01-31.pdf,PNC,Would process,
statement_4116465959_2023-02-28.pdf,PNC\2023-02\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-02-28.pdf,PNC,Would process,
statement_4116465959_2023-03-31.pdf,PNC\2023-03\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-03-31.pdf,PNC,Would process,
statement_4116465959_2023-04-28.pdf,PNC\2023-04\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-04-28.pdf,PNC,Would process,
statement_4116465959_2023-05-31.pdf,PNC\2023-05\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-05-31.pdf,PNC,Would process,
statement_4116465959_2023-06-30.pdf,PNC\2023-06\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-06-30.pdf,PNC,Would process,
statement_4116465959_2023-07-31.pdf,PNC\2023-07\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-07-31.pdf,PNC,Would process,
statement_4116465959_2023-08-31.pdf,PNC\2023-08\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-08-31.pdf,PNC,Would process,
statement_4116465959_2023-09-29.pdf,PNC\2023-09\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-09-29.pdf,PNC,Would process,
statement_4116465959_2023-10-31.pdf,PNC\2023-10\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-10-31.pdf,PNC,Would process,
statement_4116465959_2023-11-30.pdf,PNC\2023-11\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-11-30.pdf,PNC,Would process,
statement_4116465959_2023-12-29.pdf,PNC\2023-12\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2023-12-29.pdf,PNC,Would process,
statement_4116465959_2024-01-31.pdf,PNC\2024-01\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-01-31.pdf,PNC,Would process,
statement_4116465959_2024-02-29.pdf,PNC\2024-02\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-02-29.pdf,PNC,Would process,
statement_4116465959_2024-03-29.pdf,PNC\2024-03\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-03-29.pdf,PNC,Would process,
statement_4116465959_2024-04-30.pdf,PNC\2024-04\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-04-30.pdf,PNC,Would process,
statement_4116465959_2024-05-31.pdf,PNC\2024-05\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-05-31.pdf,PNC,Would process,
statement_4116465959_2024-06-28.pdf,PNC\2024-06\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-06-28.pdf,PNC,Would process,
statement_4116465959_2024-07-31.pdf,PNC\2024-07\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-07-31.pdf,PNC,Would process,
statement_4116465959_2024-08-30.pdf,PNC\2024-08\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-08-30.pdf,PNC,Would process,
statement_4116465959_2024-09-30.pdf,PNC\2024-09\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-09-30.pdf,PNC,Would process,
statement_4116465959_2024-10-31.pdf,PNC\2024-10\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-10-31.pdf,PNC,Would process,
statement_4116465959_2024-11-29.pdf,PNC\2024-11\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-11-29.pdf,PNC,Would process,
statement_4116465959_2024-12-31.pdf,PNC\2024-12\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2024-12-31.pdf,PNC,Would process,
statement_4116465959_2025-01-31.pdf,PNC\2025-01\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2025-01-31.pdf,PNC,Would process,
statement_4116465959_2025-02-28.pdf,PNC\2025-02\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2025-02-28.pdf,PNC,Would process,
statement_4116465959_2025-03-31.pdf,PNC\2025-03\ARCTARIS ROYALTY VENTURES CO-I statement_4116465959_2025-03-31.pdf,PNC,Would process,
statement_4130261135_2018-08-31.pdf,PNC\2018-08\ARCTARIS IMPACT FUND statement_4130261135_2018-08-31.pdf,PNC,Would process,
statement_4130261135_2018-09-28.pdf,PNC\2018-09\ARCTARIS IMPACT FUND statement_4130261135_2018-09-28.pdf,PNC,Would process,
statement_4130261135_2018-10-31.pdf,PNC\2018-10\ARCTARIS IMPACT FUND statement_4130261135_2018-10-31.pdf,PNC,Would process,
statement_4130261135_2018-11-30.pdf,PNC\2018-11\ARCTARIS IMPACT FUND statement_4130261135_2018-11-30.pdf,PNC,Would process,
statement_4130261135_2018-12-31.pdf,PNC\2018-12\ARCTARIS IMPACT FUND statement_4130261135_2018-12-31.pdf,PNC,Would process,
statement_4130261135_2019-01-31.pdf,PNC\2019-01\ARCTARIS IMPACT FUND statement_4130261135_2019-01-31.pdf,PNC,Would process,
statement_4130261135_2019-02-28.pdf,PNC\2019-02\ARCTARIS IMPACT FUND statement_4130261135_2019-02-28.pdf,PNC,Would process,
statement_4130261135_2019-03-29.pdf,PNC\2019-03\ARCTARIS IMPACT FUND statement_4130261135_2019-03-29.pdf,PNC,Would process,
statement_4130261135_2019-04-30.pdf,PNC\2019-04\ARCTARIS IMPACT FUND statement_4130261135_2019-04-30.pdf,PNC,Would process,
statement_4130261135_2019-05-31.pdf,PNC\2019-05\ARCTARIS IMPACT FUND statement_4130261135_2019-05-31.pdf,PNC,Would process,
statement_4130261135_2019-06-28.pdf,PNC\2019-06\ARCTARIS IMPACT FUND statement_4130261135_2019-06-28.pdf,PNC,Would process,
statement_4130261135_2019-07-31.pdf,PNC\2019-07\ARCTARIS IMPACT FUND statement_4130261135_2019-07-31.pdf,PNC,Would process,
statement_4130261135_2019-08-30.pdf,PNC\2019-08\ARCTARIS IMPACT FUND statement_4130261135_2019-08-30.pdf,PNC,Would process,
statement_4130261135_2019-09-30.pdf,PNC\2019-09\ARCTARIS IMPACT FUND statement_4130261135_2019-09-30.pdf,PNC,Would process,
statement_4130261135_2019-10-31.pdf,PNC\2019-10\ARCTARIS IMPACT FUND statement_4130261135_2019-10-31.pdf,PNC,Would process,
statement_4130261135_2019-11-29.pdf,PNC\2019-11\ARCTARIS IMPACT FUND statement_4130261135_2019-11-29.pdf,PNC,Would process,
statement_4130261135_2019-12-31.pdf,PNC\2019-12\ARCTARIS IMPACT FUND statement_4130261135_2019-12-31.pdf,PNC,Would process,
